1,2,33,30,1,2,35,46,1,3,47,52,1,1,127,131,0,0,56,59,4,4,144,125,1
1,2,91,103,2,3,173,141,3,3,74,94,3,2,32,37,2,0,48,58,2,0,16,13,1
0,0,78,81,0,2,25,19,0,2,20,29,1,3,54,60,0,0,48,42,0,1,86,107,0
1,3,35,46,4,7,73,70,2,4,173,141,0,0,30,33,4,5,144,125,1,4,47,52,0
0,0,9,8,0,1,56,59,2,3,71,65,0,0,53,55,0,1,71,85,1,0,46,36,1
1,2,25,19,2,3,54,60,2,4,47,52,1,0,78,81,1,0,48,42,0,0,85,94,1
0,1,36,25,0,1,53,55,1,1,86,107,2,1,45,51,0,2,56,59,0,0,25,23,0
1,2,127,131,2,0,20,23,3,4,173,141,0,1,49,51,3,3,32,37,0,2,71,85,1
1,0,14,11,3,5,173,141,3,4,74,94,3,0,45,61,0,0,47,55,0,0,1,1,0
0,3,71,85,2,1,20,23,0,0,5,3,1,3,127,131,0,0,46,53,1,1,78,81,0
0,2,49,51,1,0,53,53,2,5,47,52,0,0,87,68,1,1,48,42,0,1,85,94,0
0,1,5,8,0,0,5,8,0,0,8,11,1,1,68,59,1,1,53,55,3,1,9,8,0
2,0,14,11,0,0,113,93,2,1,86,107,0,0,76,72,1,0,30,33,0,0,51,26,0
2,3,127,131,2,1,78,81,3,5,47,52,1,1,85,94,1,0,46,53,1,0,87,68,0
1,2,49,51,2,0,53,53,4,1,9,8,4,2,115,132,1,0,5,8,1,0,8,11,1
1,1,5,8,0,0,24,25,1,0,51,26,2,1,68,59,3,0,14,11,1,0,76,72,0
3,3,127,131,1,0,24,25,2,0,87,68,3,1,78,81,2,0,46,53,0,0,11,16,1
5,7,73,70,6,0,74,58,0,2,51,52,1,1,45,45,0,0,9,5,1,5,63,61,1
0,0,59,65,0,0,53,58,0,0,1,1,2,2,83,97,1,1,10,11,5,5,144,125,1
0,3,51,52,0,0,11,7,5,8,73,70,2,3,83,97,0,1,59,65,5,6,144,125,0
1,0,11,7,3,3,83,97,1,1,144,160,6,8,73,70,0,0,99,119,1,3,51,52,0
0,0,52,51,6,6,144,125,0,3,18,18,0,0,29,23,3,2,78,81,0,0,25,21,0
7,8,73,70,7,6,144,125,0,0,8,7,1,3,18,18,1,3,91,103,0,0,45,35,1
0,0,5,14,0,0,41,45,1,2,29,16,4,2,78,81,0,0,7,6,1,0,9,19,1
7,9,73,70,7,7,144,125,1,2,18,17,1,4,18,18,0,1,45,35,1,1,5,2,0
4,3,83,97,4,3,78,81,1,3,29,16,0,1,7,6,0,0,18,18,0,1,41,45,0
0,0,7,7,0,0,52,43,1,0,25,21,3,4,32,37,2,4,18,18,0,0,8,10,1
3,2,108,131,0,0,27,28,0,1,53,58,2,3,35,46,5,3,78,81,2,3,29,16,0
9,5,129,128,2,3,28,24,2,0,38,33,5,3,83,97,0,1,52,43,0,0,13,20,1
4,3,150,147,0,0,52,49,0,0,21,17,2,5,18,18,0,0,6,0,0,0,38,39,0
4,2,108,131,3,5,32,37,0,0,16,19,3,3,35,46,1,1,53,58,0,0,96,91,1
2,0,11,7,0,0,18,17,2,4,28,24,9,6,129,128,0,1,13,20,8,9,73,70,1
0,2,52,43,0,0,136,130,2,1,38,33,1,2,20,29,0,0,13,15,0,0,23,7,0
1,0,52,49,1,0,38,39,0,0,6,9,1,1,8,11,1,0,123,127,1,2,53,58,1
2,1,5,8,0,1,96,91,4,5,173,141,3,4,35,46,3,6,32,37,0,1,16,19,1
5,3,150,147,9,7,129,128,3,1,38,33,8,10,73,70,0,1,18,17,2,1,11,7,0
6,3,78,81,0,2,13,20,3,3,29,16,1,4,91,103,0,0,11,13,0,2,11,12,0
9,10,73,70,10,7,129,128,2,4,71,65,4,1,38,33,0,0,24,40,3,1,11,7,0
2,1,144,160,0,0,31,20,0,1,6,9,0,0,12,5,1,2,11,12,1,0,11,13,1
0,2,11,13,0,0,30,33,0,0,48,49,2,0,52,37,10,10,73,70,4,6,173,141,1
0,0,6,6,4,1,11,7,1,0,24,40,11,7,129,128,0,1,54,56,8,7,144,125,1
7,4,78,81,1,0,136,130,1,2,38,39,6,3,150,147,3,5,127,131,5,2,38,33,1
1,3,53,58,0,1,3,5,2,0,17,18,0,1,12,5,0,2,16,19,1,1,11,13,0
2,0,9,15,0,1,31,20,0,2,6,9,1,3,11,12,2,2,18,17,4,0,14,11,0
10,11,73,70,8,8,144,125,0,0,21,32,0,0,84,93,0,1,30,33,4,7,173,141,1
1,3,25,19,3,6,127,131,0,1,21,31,2,2,144,160,0,1,31,28,3,3,31,39,1
1,5,9,13,1,7,28,29,3,3,142,166,5,3,38,33,0,0,1,1,1,4,57,69,0
3,0,9,15,6,4,150,147,1,2,16,19,2,3,53,58,1,1,3,5,1,1,31,20,1
3,0,17,18,2,1,99,136,0,0,5,6,0,0,42,45,0,0,0,2,0,0,1,6,1
0,1,84,93,4,8,173,141,2,1,46,53,1,2,45,45,2,4,26,22,1,0,69,63,1
3,4,31,39,3,7,127,131,4,2,11,7,0,0,0,1,0,0,15,17,8,9,144,125,1
4,3,142,166,0,2,54,56,0,0,52,47,2,7,28,29,2,5,9,13,0,0,1,1,1
2,4,53,58,1,2,3,5,1,2,31,20,6,1,74,58,4,3,115,132,3,1,9,15,1
0,1,0,2,3,1,17,18,0,0,46,41,0,0,30,34,1,0,99,119,0,0,9,20,1
3,1,90,98,0,1,34,43,1,0,42,41,0,0,70,76,4,9,173,141,1,1,9,19,0
3,8,127,131,11,8,129,128,2,3,51,52,0,0,6,5,8,10,144,125,3,1,20,23,0
2,3,144,160,2,5,26,22,0,0,20,26,0,0,12,11,0,2,24,31,2,2,46,53,0
12,8,129,128,2,0,76,72,1,2,6,9,0,0,51,57,0,0,35,34,4,4,142,166,1
2,4,91,103,2,2,99,136,0,0,1,4,1,1,99,119,0,0,39,44,4,0,45,61,1
0,1,9,20,4,1,90,98,2,1,9,19,0,0,19,21,1,1,69,63,1,0,6,5,0
0,0,12,7,12,9,129,128,3,2,46,53,0,0,1,2,1,3,6,9,1,4,25,19,0
6,6,150,147,0,1,142,125,1,2,13,15,0,2,42,45,2,1,42,41,0,0,4,3,0
3,1,9,19,0,0,21,14,2,0,6,5,1,1,9,20,1,0,25,23,1,0,19,21,1
6,3,74,58,0,0,4,8,0,2,31,28,4,5,115,132,4,3,108,131,2,1,48,58,0
1,3,3,5,1,3,71,85,0,0,23,26,5,1,90,98,0,1,51,57,0,1,35,34,1
0,0,21,25,13,9,129,128,1,0,1,2,1,1,25,23,2,1,48,42,1,3,45,45,1
0,0,48,41,0,2,31,36,2,1,6,5,0,1,21,14,3,2,9,19,1,2,48,67,1
1,3,33,30,7,6,150,147,4,2,46,53,1,0,4,8,4,1,45,61,1,2,99,119,0
1,1,46,36,5,4,83,97,3,4,71,65,2,1,46,53,4,4,29,16,2,1,69,63,0
0,0,31,40,1,2,9,20,1,1,1,2,13,10,129,128,0,1,52,47,0,0,39,52,1
3,1,45,51,0,0,86,75,0,3,31,36,0,1,15,17,0,1,21,25,0,1,48,41,1
0,0,49,59,2,2,99,119,5,2,46,53,1,1,36,25,0,0,7,3,1,1,123,127,1
0,2,15,17,0,2,48,41,0,1,86,75,0,1,39,52,13,11,129,128,0,2,21,25,1
1,1,142,125,1,4,45,45,0,2,52,47,2,1,16,13,1,0,45,50,3,1,48,58,0
0,0,16,11,0,1,7,3,0,1,13,20,0,0,10,6,0,1,49,59,5,3,46,53,0
0,2,86,75,0,3,21,25,0,3,15,17,5,5,115,132,0,3,48,41,13,12,129,128,0
8,6,150,147,1,1,5,8,0,4,31,36,7,3,74,58,0,0,8,4,0,0,23,27,0
1,3,21,25,1,3,48,41,0,0,10,4,1,3,15,17,0,0,47,49,1,1,49,59,0
2,1,142,125,0,2,39,52,6,3,46,53,6,5,115,132,1,2,86,75,14,12,129,128,1
1,0,21,20,2,0,45,50,0,0,3,10,0,0,32,35,4,4,71,65,0,0,7,18,1
1,0,27,28,5,1,45,61,2,1,49,59,5,9,173,141,9,6,150,147,2,1,85,94,0
8,3,74,58,6,6,115,132,2,3,48,41,1,0,10,4,1,0,47,49,0,0,10,7,0
3,1,46,53,3,1,85,94,3,1,49,59,1,2,25,23,1,3,86,75,4,5,47,52,1
4,6,47,52,1,4,86,75,3,2,46,53,0,0,28,22,3,2,85,94,3,2,49,59,0
7,6,115,132,9,3,74,58,0,0,66,55,3,5,18,18,1,0,21,22,6,9,173,141,0
1,2,123,127,6,4,83,97,0,0,3,0,14,13,129,128,4,5,142,166,0,0,5,2,0
7,4,83,97,5,5,142,166,0,0,84,70,15,13,129,128,2,2,123,127,1,1,136,130,1
0,0,2,6,1,1,55,53,1,1,59,65,1,0,31,39,2,3,6,9,0,0,28,41,1
2,3,20,29,0,0,16,13,0,0,9,8,7,5,83,97,0,0,53,75,1,6,63,61,0
3,1,42,41,0,1,28,41,1,2,55,53,1,1,31,39,0,1,2,6,1,2,59,65,1
1,0,21,17,0,0,4,5,1,0,53,75,0,0,30,31,6,4,46,53,0,0,39,24,1
2,4,45,45,1,2,31,39,2,1,11,13,15,14,129,128,2,4,86,75,0,0,10,7,0
2,8,28,29,2,5,28,24,2,0,51,26,3,3,9,19,2,2,48,42,0,1,39,44,0
1,2,136,130,1,2,13,20,1,1,53,75,16,14,129,128,1,2,56,59,0,1,39,24,1
2,2,31,39,3,4,86,75,0,0,8,6,3,5,26,22,1,4,71,85,1,0,10,7,0
3,2,31,39,4,4,86,75,1,0,8,13,2,1,52,37,0,1,84,70,4,5,26,22,1
16,15,129,128,3,1,86,107,4,3,9,19,1,3,13,20,0,0,32,45,3,2,42,41,1
1,1,19,21,3,8,28,29,3,5,28,24,3,0,51,26,0,0,62,45,0,0,70,74,0
1,1,38,39,1,3,59,65,0,0,8,2,2,1,7,7,0,1,48,49,1,2,42,45,1
0,1,32,45,3,2,86,107,3,3,51,52,1,4,13,20,3,3,42,41,16,16,129,128,1
0,2,84,70,4,5,18,18,1,1,8,13,2,2,52,37,5,4,29,16,6,5,46,53,0
0,2,48,49,2,2,7,7,1,0,70,74,1,2,38,39,0,0,6,5,4,5,28,24,0
0,0,18,19,4,0,51,26,1,4,59,65,0,0,5,8,1,0,20,26,0,0,41,30,0
0,2,32,45,3,3,86,107,1,0,68,91,16,17,129,128,3,4,42,41,9,10,144,125,1
1,2,48,49,8,5,83,97,2,1,8,13,3,2,7,7,1,1,52,49,5,5,18,18,1
0,1,69,70,8,6,115,132,2,4,59,65,2,0,70,74,0,0,104,113,1,0,18,19,0
0,0,64,58,1,1,68,91,7,5,46,53,5,2,90,98,9,11,144,125,0,1,30,31,0
8,6,83,97,0,0,49,36,4,5,71,65,1,2,52,49,0,0,2,1,5,6,18,18,0
0,3,39,52,3,3,31,39,0,0,14,16,1,0,13,12,1,1,69,70,2,0,18,19,1
6,2,90,98,1,0,64,58,2,1,68,91,3,0,70,74,1,0,104,113,0,1,8,2,0
0,0,12,12,0,2,30,33,2,2,8,13,4,8,127,131,0,0,4,6,10,11,144,125,1
5,3,108,131,0,3,32,45,1,0,2,1,2,1,19,21,1,1,25,21,0,4,39,52,1
7,2,90,98,1,2,24,31,0,0,11,9,2,0,64,58,3,1,68,91,0,0,6,10,1
5,6,142,166,9,6,115,132,1,3,55,53,4,5,86,75,1,2,53,75,2,1,23,14,0
1,2,10,11,0,3,30,33,1,0,5,8,4,9,127,131,10,12,144,125,0,1,4,6,1
5,5,86,75,0,4,30,33,1,3,10,11,0,1,32,35,1,1,5,8,6,6,142,166,1
0,2,51,57,10,12,73,70,0,0,16,24,0,2,35,34,10,13,144,125,0,0,29,40,0
0,0,6,9,0,0,18,12,0,0,11,15,3,5,35,46,0,0,30,36,0,0,22,17,1
10,6,115,132,3,5,42,41,1,2,68,59,2,5,53,58,3,4,31,39,6,1,45,61,1
0,2,32,35,3,3,48,41,3,1,23,14,10,6,150,147,2,3,55,53,1,0,16,24,1
1,2,35,34,0,0,12,13,0,1,6,6,3,6,35,46,3,1,69,63,3,2,18,17,0
1,0,29,40,11,12,73,70,0,0,5,7,0,0,33,35,0,1,12,12,4,2,49,59,0
3,6,42,41,2,6,53,58,1,2,69,70,3,5,31,39,2,1,18,19,1,0,8,6,0
7,3,90,98,1,0,9,8,0,1,7,7,0,1,30,36,11,13,144,125,0,2,96,91,1
4,6,35,46,3,4,48,41,0,0,93,93,3,6,53,58,3,1,18,19,0,0,4,1,0
0,0,2,4,5,2,49,59,1,0,10,7,2,6,63,61,1,2,8,11,0,0,12,10,1
1,0,12,13,1,4,31,36,1,0,33,35,2,2,35,34,1,2,51,57,0,1,3,3,0
10,7,150,147,1,3,56,59,1,1,9,8,4,6,53,58,0,2,30,36,4,4,48,41,1
5,6,35,46,0,0,31,29,1,0,4,1,0,3,96,91,1,3,25,23,0,0,20,23,0
16,18,129,128,12,12,73,70,4,6,42,41,3,7,32,37,2,0,29,40,10,3,74,58,1
3,4,45,45,0,0,4,2,1,1,8,2,1,3,48,67,11,14,144,125,0,1,2,4,0
0,0,44,62,0,1,22,17,5,3,49,59,0,1,12,10,3,4,86,107,0,1,3,10,0
3,3,7,7,10,8,150,147,0,3,30,36,4,7,53,58,2,0,33,35,0,0,31,33,1
1,3,31,20,11,15,144,125,1,2,8,2,1,4,48,67,2,4,31,36,0,0,33,36,0
10,7,115,132,2,7,63,61,16,19,129,128,10,4,74,58,0,0,22,23,7,4,90,98,1
1,2,16,24,3,4,7,7,0,1,2,4,1,3,8,11,1,1,13,20,0,1,31,33,1
6,6,35,46,6,3,49,59,1,1,20,23,2,3,51,57,1,0,44,62,0,3,28,41,1
1,1,7,3,4,8,53,58,2,4,48,67,2,3,31,20,0,4,32,45,12,15,144,125,0
2,1,64,58,0,0,75,89,0,0,33,35,1,3,96,91,1,1,21,17,6,7,142,166,0
6,7,35,46,7,5,90,98,16,20,129,128,4,6,48,41,0,1,22,23,0,1,46,41,1
3,5,45,45,1,2,52,47,6,4,49,59,3,2,68,91,1,2,20,23,0,4,28,41,0
1,1,12,5,0,0,142,150,0,0,26,14,10,8,115,132,6,4,29,16,1,3,49,51,0
5,8,53,58,3,3,31,20,5,5,71,65,3,8,32,37,13,15,144,125,1,3,42,45,1
1,4,8,11,1,1,44,62,0,1,15,16,0,2,31,33,1,0,33,35,2,0,20,26,1
0,2,22,23,4,7,48,41,16,21,129,128,0,0,11,8,1,4,28,41,7,4,49,59,1
5,9,53,58,3,1,64,58,5,6,47,52,0,1,6,12,0,1,24,28,0,0,7,6,1
1,0,142,150,2,1,12,5,7,4,29,16,7,6,90,98,0,1,29,33,0,2,46,41,0
11,8,115,132,10,5,74,58,0,0,0,3,3,9,32,37,13,16,144,125,2,5,91,103,1
2,2,52,47,4,5,45,45,1,1,22,20,2,3,25,23,1,2,44,62,3,4,31,20,0
2,0,142,150,1,5,8,11,1,1,29,33,3,1,12,5,1,2,31,28,1,2,46,41,1
1,5,28,41,2,4,51,57,16,22,129,128,4,8,48,41,8,5,46,53,8,4,29,16,0
13,17,144,125,2,6,91,103,3,3,25,23,2,1,22,20,6,2,45,61,7,5,49,59,0
3,2,12,5,1,3,46,41,0,1,7,6,1,6,8,11,5,7,47,52,0,0,30,18,0
5,8,48,41,0,0,55,52,6,6,18,18,2,2,69,70,2,5,28,41,17,22,129,128,0
8,5,49,59,0,0,1,2,9,4,29,16,0,0,45,46,2,1,87,68,4,3,25,23,1
6,8,48,41,7,2,45,61,10,9,150,147,3,6,91,103,1,0,55,52,9,5,46,53,0
1,1,7,6,4,2,12,5,1,0,62,45,2,3,46,41,1,0,30,18,6,7,47,52,0
2,1,76,72,11,9,150,147,8,6,49,59,0,0,8,6,2,2,87,68,9,5,29,16,0
12,9,150,147,3,1,76,72,3,2,87,68,2,0,30,18,9,6,49,59,10,5,29,16,0
2,1,7,6,0,3,31,33,0,0,21,25,5,2,12,5,8,2,45,61,0,0,6,5,1
13,9,150,147,4,2,46,53,4,2,87,68,4,1,76,72,3,0,30,18,7,7,47,52,0
0,4,31,33,2,2,7,6,10,6,49,59,4,10,127,131,0,1,21,25,0,1,6,5,0
5,2,46,53,14,9,150,147,8,7,47,52,7,9,173,141,5,2,87,68,0,0,9,2,1
3,2,7,6,5,1,76,72,4,0,30,18,5,10,127,131,1,1,21,25,11,6,49,59,0
0,1,9,2,14,10,150,147,8,8,47,52,7,10,173,141,0,1,31,40,5,3,87,68,0
5,11,127,131,3,3,7,6,1,2,21,25,5,2,76,72,1,1,31,40,5,3,46,53,0
8,3,45,61,15,10,150,147,0,1,8,10,1,1,9,2,6,3,87,68,9,8,47,52,0
2,4,55,53,6,3,46,53,7,3,87,68,16,10,150,147,4,3,7,6,2,1,31,40,1
1,3,16,24,5,0,51,26,0,0,16,8,5,5,45,45,0,2,2,4,2,5,55,53,1
1,4,16,24,9,6,83,97,3,4,51,52,16,11,150,147,2,6,55,53,0,0,5,4,0
7,6,18,18,1,1,8,10,2,4,6,9,0,0,28,24,0,1,16,8,2,1,21,17,1
1,1,87,77,10,6,83,97,4,4,9,19,17,11,150,147,4,4,51,52,3,6,55,53,0
14,17,144,125,18,22,129,128,0,0,5,4,0,4,30,36,0,5,30,33,0,0,32,36,0
4,5,31,39,2,5,6,9,1,2,29,33,7,5,78,81,7,7,18,18,0,1,28,24,1
1,0,31,29,4,7,42,41,0,2,21,31,0,2,39,24,0,0,14,3,1,3,136,130,0
0,2,28,24,7,6,78,81,1,3,29,33,19,22,129,128,0,0,15,29,1,5,30,33,1
15,17,144,125,1,6,30,33,1,4,29,33,19,23,129,128,1,4,30,36,7,7,78,81,0
4,4,7,6,5,7,42,41,1,2,21,31,0,3,28,24,11,9,115,132,3,2,35,34,1
2,2,19,21,2,0,27,28,0,0,23,17,0,0,3,1,1,2,9,8,0,0,15,19,0
3,4,51,57,3,3,35,34,0,2,84,93,4,5,7,6,0,1,30,34,4,2,68,91,0
4,6,26,22,11,10,115,132,1,2,25,21,5,8,42,41,0,0,7,4,5,1,51,26,0
5,5,7,6,3,3,46,41,1,0,15,19,1,2,84,93,0,3,54,56,3,2,23,14,1
0,4,28,24,4,3,35,34,2,4,29,33,5,2,68,91,2,3,99,136,2,4,30,36,0
5,6,7,6,1,3,84,93,3,4,46,41,0,4,54,56,2,2,25,21,1,1,15,19,1
5,6,26,22,11,6,83,97,1,1,41,45,0,0,18,19,1,4,32,45,6,2,68,91,0
2,1,20,26,0,0,27,33,4,0,70,74,1,0,5,4,0,0,17,15,0,0,14,13,0
12,6,83,97,6,6,26,22,1,0,18,19,5,7,7,6,2,1,41,45,3,5,46,41,1
5,0,70,74,7,7,142,166,4,4,74,94,0,5,54,56,16,17,144,125,1,0,3,1,0
3,2,9,15,0,1,0,3,1,2,15,19,5,3,35,34,1,4,28,24,2,2,21,17,1
6,8,42,41,4,6,91,103,3,4,29,33,1,1,13,12,0,2,4,6,2,3,8,13,0
3,3,144,160,1,5,28,24,5,6,86,75,5,4,35,34,2,3,21,17,2,2,52,49,0
3,3,9,15,0,2,0,3,0,0,19,22,4,8,28,29,12,7,83,97,1,2,39,24,1
3,3,8,13,2,1,13,12,6,0,70,74,8,7,142,166,4,6,55,53,17,17,144,125,1
1,2,8,10,3,5,28,41,2,0,5,4,1,0,41,30,1,5,54,56,1,1,18,17,1
2,2,41,45,3,2,52,37,4,4,29,33,1,0,17,18,0,0,9,8,5,6,71,65,1
1,3,39,24,7,8,42,41,0,1,1,4,12,8,83,97,3,3,99,136,4,2,18,17,0
2,5,28,24,5,10,53,58,6,6,86,75,1,6,54,56,0,0,83,93,3,6,28,41,0
2,3,123,127,2,0,31,29,20,23,129,128,0,2,21,14,3,6,46,41,0,1,19,22,1
17,18,144,125,3,5,7,7,2,4,32,45,6,11,127,131,7,2,68,91,1,3,48,49,0
12,13,73,70,4,9,28,29,1,2,13,20,2,0,75,64,10,5,46,53,0,0,2,0,0
6,4,35,34,1,4,84,93,0,0,22,13,2,3,39,24,4,3,144,160,8,8,142,166,0
1,1,1,4,0,2,19,22,0,0,14,10,0,0,2,3,7,6,86,75,20,24,129,128,1
0,3,21,14,0,1,21,32,0,0,28,36,1,0,11,3,5,7,71,65,11,5,46,53,0
7,11,127,131,5,4,74,94,1,1,3,10,3,0,75,64,3,4,32,45,2,2,20,23,1
0,1,1,1,2,4,16,24,1,3,38,39,0,3,3,4,0,0,2,3,0,0,7,2,0
2,1,33,35,7,4,35,34,1,0,14,13,3,3,39,24,1,2,5,8,1,0,22,13,0
0,0,0,1,0,3,19,22,1,2,1,4,2,3,96,91,3,1,68,59,12,5,46,53,1
3,3,64,58,8,3,68,91,6,8,71,65,1,3,21,14,7,8,86,75,1,1,21,32,0
1,2,34,43,7,12,127,131,5,5,74,94,3,1,75,64,2,3,20,23,1,3,3,4,0
5,6,91,103,4,1,30,18,1,1,52,39,18,18,144,125,2,4,123,127,3,4,16,24,1
2,3,38,39,20,26,129,128,2,4,54,60,8,4,35,34,0,0,14,23,1,0,23,17,1
4,1,75,64,3,3,20,23,0,0,111,98,3,1,33,35,2,4,84,93,2,6,54,56,0
2,3,33,30,3,4,31,36,6,5,74,94,1,0,32,36,1,2,4,6,0,0,4,4,1
4,3,64,58,0,2,24,28,4,2,30,18,2,1,142,150,8,10,173,141,7,8,71,65,0
4,4,51,57,8,12,127,131,1,0,93,93,5,7,91,103,0,1,45,46,18,19,144,125,1
0,0,16,12,20,27,129,128,0,1,14,23,2,5,123,127,2,4,38,39,2,5,54,60,1
1,1,32,36,1,3,4,6,3,5,31,36,3,1,20,26,0,1,4,4,0,0,8,7,1
2,2,13,20,1,0,111,98,0,2,14,10,5,9,28,29,1,0,75,89,9,10,173,141,1
12,10,115,132,10,6,74,58,5,2,30,18,4,3,39,24,0,0,13,5,3,1,142,150,0
0,0,13,10,5,6,45,45,0,0,8,5,8,8,86,75,8,8,71,65,0,0,0,2,1
4,5,51,57,20,28,129,128,0,1,16,12,0,1,8,7,0,2,4,4,1,4,4,6,0
2,3,49,51,2,2,44,62,1,1,111,98,1,1,75,89,9,8,142,166,5,8,91,103,1
5,3,39,24,3,2,20,26,2,6,54,60,2,0,104,113,9,11,173,141,2,0,55,52,0
9,9,142,166,5,7,45,45,0,1,13,10,8,9,86,75,1,0,13,5,1,2,111,98,0
0,0,13,10,18,11,150,147,21,28,129,128,0,0,41,28,4,1,142,150,6,2,30,18,0
18,20,144,125,3,3,20,29,1,2,77,42,1,2,36,25,8,9,71,65,6,2,76,72,0
